NAME,Median_Income,state,county,Tract
"Census Tract 8175, Cook County, Illinois",52128,17,031,817500
"Census Tract 8176, Cook County, Illinois",45660,17,031,817600
"Census Tract 8177, Cook County, Illinois",67250,17,031,817700
"Census Tract 8179, Cook County, Illinois",54320,17,031,817900
"Census Tract 8180, Cook County, Illinois",44973,17,031,818000
"Census Tract 8181, Cook County, Illinois",96750,17,031,818100
"Census Tract 8182, Cook County, Illinois",101069,17,031,818200
"Census Tract 8183, Cook County, Illinois",62614,17,031,818300
"Census Tract 8184.01, Cook County, Illinois",57344,17,031,818401
"Census Tract 8184.02, Cook County, Illinois",75549,17,031,818402
"Census Tract 8185, Cook County, Illinois",87538,17,031,818500
"Census Tract 8186, Cook County, Illinois",94589,17,031,818600
"Census Tract 8187, Cook County, Illinois",101765,17,031,818700
"Census Tract 8188, Cook County, Illinois",95000,17,031,818800
"Census Tract 8189, Cook County, Illinois",95740,17,031,818900
"Census Tract 2303, Cook County, Illinois",46875,17,031,230300
"Census Tract 2304, Cook County, Illinois",57200,17,031,230400
"Census Tract 2305, Cook County, Illinois",35607,17,031,230500
"Census Tract 2306, Cook County, Illinois",43528,17,031,230600
"Census Tract 2307, Cook County, Illinois",42877,17,031,230700
"Census Tract 2308, Cook County, Illinois",57105,17,031,230800
"Census Tract 2309, Cook County, Illinois",55123,17,031,230900
"Census Tract 2311, Cook County, Illinois",53021,17,031,231100
"Census Tract 2312, Cook County, Illinois",32448,17,031,231200
"Census Tract 2315, Cook County, Illinois",27037,17,031,231500
"Census Tract 2402, Cook County, Illinois",160827,17,031,240200
"Census Tract 2403, Cook County, Illinois",126167,17,031,240300
"Census Tract 2405, Cook County, Illinois",152352,17,031,240500
"Census Tract 2406, Cook County, Illinois",131528,17,031,240600
"Census Tract 2407, Cook County, Illinois",84896,17,031,240700
"Census Tract 2408, Cook County, Illinois",66250,17,031,240800
"Census Tract 2409, Cook County, Illinois",56563,17,031,240900
"Census Tract 2410, Cook County, Illinois",78203,17,031,241000
"Census Tract 2411, Cook County, Illinois",87454,17,031,241100
"Census Tract 2412, Cook County, Illinois",110580,17,031,241200
"Census Tract 2413, Cook County, Illinois",147875,17,031,241300
"Census Tract 2414, Cook County, Illinois",137049,17,031,241400
"Census Tract 2415, Cook County, Illinois",158750,17,031,241500
"Census Tract 2416, Cook County, Illinois",102917,17,031,241600
"Census Tract 2420, Cook County, Illinois",128793,17,031,242000
"Census Tract 2421, Cook County, Illinois",158885,17,031,242100
"Census Tract 2422, Cook County, Illinois",138654,17,031,242200
"Census Tract 2423, Cook County, Illinois",91119,17,031,242300
"Census Tract 2424, Cook County, Illinois",90893,17,031,242400
"Census Tract 2425, Cook County, Illinois",69950,17,031,242500
"Census Tract 2426, Cook County, Illinois",76473,17,031,242600
"Census Tract 2427, Cook County, Illinois",71705,17,031,242700
"Census Tract 2428, Cook County, Illinois",122650,17,031,242800
"Census Tract 2429, Cook County, Illinois",110375,17,031,242900
"Census Tract 2430, Cook County, Illinois",89196,17,031,243000
"Census Tract 2431, Cook County, Illinois",98102,17,031,243100
"Census Tract 2432, Cook County, Illinois",116875,17,031,243200
"Census Tract 2302, Cook County, Illinois",65898,17,031,230200
"Census Tract 2433, Cook County, Illinois",112500,17,031,243300
"Census Tract 2434, Cook County, Illinois",88625,17,031,243400
"Census Tract 2435, Cook County, Illinois",141894,17,031,243500
"Census Tract 2502, Cook County, Illinois",41552,17,031,250200
"Census Tract 2503, Cook County, Illinois",39844,17,031,250300
"Census Tract 2504, Cook County, Illinois",48101,17,031,250400
"Census Tract 2505, Cook County, Illinois",104809,17,031,250500
"Census Tract 2506, Cook County, Illinois",52188,17,031,250600
"Census Tract 2507, Cook County, Illinois",45970,17,031,250700
"Census Tract 8190, Cook County, Illinois",151964,17,031,819000
"Census Tract 8191, Cook County, Illinois",45114,17,031,819100
"Census Tract 8192, Cook County, Illinois",75917,17,031,819200
"Census Tract 8193, Cook County, Illinois",77212,17,031,819300
"Census Tract 8194, Cook County, Illinois",71467,17,031,819400
"Census Tract 8195, Cook County, Illinois",74856,17,031,819500
"Census Tract 8196, Cook County, Illinois",183720,17,031,819600
"Census Tract 8197, Cook County, Illinois",136753,17,031,819700
"Census Tract 8198.01, Cook County, Illinois",183190,17,031,819801
"Census Tract 8198.02, Cook County, Illinois",161364,17,031,819802
"Census Tract 8199, Cook County, Illinois",193194,17,031,819900
"Census Tract 8200, Cook County, Illinois",233977,17,031,820000
"Census Tract 8201.01, Cook County, Illinois",110833,17,031,820101
"Census Tract 8201.03, Cook County, Illinois",75433,17,031,820103
"Census Tract 8201.04, Cook County, Illinois",66023,17,031,820104
"Census Tract 8202.02, Cook County, Illinois",62181,17,031,820202
"Census Tract 8202.03, Cook County, Illinois",160913,17,031,820203
"Census Tract 8202.04, Cook County, Illinois",85667,17,031,820204
"Census Tract 8203, Cook County, Illinois",60241,17,031,820300
"Census Tract 8204, Cook County, Illinois",43232,17,031,820400
"Census Tract 8205.01, Cook County, Illinois",68973,17,031,820501
"Census Tract 8205.02, Cook County, Illinois",54375,17,031,820502
"Census Tract 8206.03, Cook County, Illinois",66354,17,031,820603
"Census Tract 8206.04, Cook County, Illinois",44338,17,031,820604
"Census Tract 8206.05, Cook County, Illinois",50212,17,031,820605
"Census Tract 8206.06, Cook County, Illinois",90208,17,031,820606
"Census Tract 8207, Cook County, Illinois",67246,17,031,820700
"Census Tract 8208, Cook County, Illinois",73250,17,031,820800
"Census Tract 8209.01, Cook County, Illinois",60500,17,031,820901
"Census Tract 8209.02, Cook County, Illinois",89750,17,031,820902
"Census Tract 8210.01, Cook County, Illinois",52273,17,031,821001
"Census Tract 8210.02, Cook County, Illinois",55324,17,031,821002
"Census Tract 8211.01, Cook County, Illinois",71997,17,031,821101
"Census Tract 8211.02, Cook County, Illinois",72074,17,031,821102
"Census Tract 8212, Cook County, Illinois",48164,17,031,821200
"Census Tract 8213, Cook County, Illinois",49618,17,031,821300
"Census Tract 8214.01, Cook County, Illinois",46225,17,031,821401
"Census Tract 8214.02, Cook County, Illinois",57545,17,031,821402
"Census Tract 8215, Cook County, Illinois",24545,17,031,821500
"Census Tract 8216, Cook County, Illinois",71644,17,031,821600
"Census Tract 8217, Cook County, Illinois",85446,17,031,821700
"Census Tract 8218, Cook County, Illinois",73179,17,031,821800
"Census Tract 8219, Cook County, Illinois",86121,17,031,821900
"Census Tract 8220, Cook County, Illinois",51487,17,031,822000
"Census Tract 8221.01, Cook County, Illinois",67528,17,031,822101
"Census Tract 8221.02, Cook County, Illinois",58388,17,031,822102
"Census Tract 6113, Cook County, Illinois",31750,17,031,611300
"Census Tract 6114, Cook County, Illinois",37917,17,031,611400
"Census Tract 6115, Cook County, Illinois",34196,17,031,611500
"Census Tract 6116, Cook County, Illinois",24648,17,031,611600
"Census Tract 6117, Cook County, Illinois",12421,17,031,611700
"Census Tract 6118, Cook County, Illinois",42321,17,031,611800
"Census Tract 6119, Cook County, Illinois",30208,17,031,611900
"Census Tract 6120, Cook County, Illinois",32354,17,031,612000
"Census Tract 6121, Cook County, Illinois",21528,17,031,612100
"Census Tract 6122, Cook County, Illinois",27382,17,031,612200
"Census Tract 6201, Cook County, Illinois",67310,17,031,620100
"Census Tract 6202, Cook County, Illinois",48652,17,031,620200
"Census Tract 6203, Cook County, Illinois",43203,17,031,620300
"Census Tract 6204, Cook County, Illinois",56078,17,031,620400
"Census Tract 6303, Cook County, Illinois",53173,17,031,630300
"Census Tract 6304, Cook County, Illinois",31429,17,031,630400
"Census Tract 6305, Cook County, Illinois",42817,17,031,630500
"Census Tract 6306, Cook County, Illinois",41862,17,031,630600
"Census Tract 6308, Cook County, Illinois",53103,17,031,630800
"Census Tract 6309, Cook County, Illinois",34875,17,031,630900
"Census Tract 6401, Cook County, Illinois",42375,17,031,640100
"Census Tract 6403, Cook County, Illinois",61505,17,031,640300
"Census Tract 6404, Cook County, Illinois",65741,17,031,640400
"Census Tract 6405, Cook County, Illinois",65474,17,031,640500
"Census Tract 6406, Cook County, Illinois",49632,17,031,640600
"Census Tract 6407, Cook County, Illinois",56927,17,031,640700
"Census Tract 6408, Cook County, Illinois",46944,17,031,640800
"Census Tract 6501, Cook County, Illinois",43301,17,031,650100
"Census Tract 6502, Cook County, Illinois",60788,17,031,650200
"Census Tract 6503.01, Cook County, Illinois",58972,17,031,650301
"Census Tract 6503.02, Cook County, Illinois",47500,17,031,650302
"Census Tract 6504, Cook County, Illinois",52355,17,031,650400
"Census Tract 6505, Cook County, Illinois",69457,17,031,650500
"Census Tract 6603.01, Cook County, Illinois",23086,17,031,660301
"Census Tract 6603.02, Cook County, Illinois",35368,17,031,660302
"Census Tract 6604, Cook County, Illinois",41579,17,031,660400
"Census Tract 6605, Cook County, Illinois",31415,17,031,660500
"Census Tract 6112, Cook County, Illinois",29861,17,031,611200
"Census Tract 6606, Cook County, Illinois",29923,17,031,660600
"Census Tract 6607, Cook County, Illinois",24545,17,031,660700
"Census Tract 6608, Cook County, Illinois",48859,17,031,660800
"Census Tract 6609, Cook County, Illinois",39016,17,031,660900
"Census Tract 6610, Cook County, Illinois",34674,17,031,661000
"Census Tract 6611, Cook County, Illinois",53500,17,031,661100
"Census Tract 6701, Cook County, Illinois",24625,17,031,670100
"Census Tract 6702, Cook County, Illinois",26563,17,031,670200
"Census Tract 6703, Cook County, Illinois",24375,17,031,670300
"Census Tract 8398, Cook County, Illinois",64348,17,031,839800
"Census Tract 8399, Cook County, Illinois",76313,17,031,839900
"Census Tract 8400, Cook County, Illinois",86176,17,031,840000
"Census Tract 8401, Cook County, Illinois",56768,17,031,840100
"Census Tract 8402, Cook County, Illinois",52625,17,031,840200
"Census Tract 8403, Cook County, Illinois",70185,17,031,840300
"Census Tract 8404, Cook County, Illinois",46813,17,031,840400
"Census Tract 8407, Cook County, Illinois",70163,17,031,840700
"Census Tract 8408, Cook County, Illinois",42902,17,031,840800
"Census Tract 8410, Cook County, Illinois",82159,17,031,841000
"Census Tract 8411, Cook County, Illinois",42614,17,031,841100
"Census Tract 8412, Cook County, Illinois",52745,17,031,841200
"Census Tract 8413, Cook County, Illinois",54152,17,031,841300
"Census Tract 8415, Cook County, Illinois",30691,17,031,841500
"Census Tract 8417, Cook County, Illinois",19467,17,031,841700
"Census Tract 8418, Cook County, Illinois",40000,17,031,841800
"Census Tract 8419, Cook County, Illinois",112988,17,031,841900
"Census Tract 8420, Cook County, Illinois",103125,17,031,842000
"Census Tract 8421, Cook County, Illinois",39576,17,031,842100
"Census Tract 8422, Cook County, Illinois",95296,17,031,842200
"Census Tract 8423, Cook County, Illinois",147056,17,031,842300
"Census Tract 8424, Cook County, Illinois",53715,17,031,842400
"Census Tract 8425, Cook County, Illinois",19312,17,031,842500
"Census Tract 8426, Cook County, Illinois",83958,17,031,842600
"Census Tract 8428, Cook County, Illinois",38384,17,031,842800
"Census Tract 8429, Cook County, Illinois",20089,17,031,842900
"Census Tract 8430, Cook County, Illinois",25962,17,031,843000
"Census Tract 8431, Cook County, Illinois",32383,17,031,843100
"Census Tract 8432, Cook County, Illinois",54107,17,031,843200
"Census Tract 8433, Cook County, Illinois",52143,17,031,843300
"Census Tract 8434, Cook County, Illinois",24769,17,031,843400
"Census Tract 8435, Cook County, Illinois",27330,17,031,843500
"Census Tract 8436, Cook County, Illinois",41060,17,031,843600
"Census Tract 8437, Cook County, Illinois",153424,17,031,843700
"Census Tract 8438, Cook County, Illinois",40966,17,031,843800
"Census Tract 8439, Cook County, Illinois",50496,17,031,843900
"Census Tract 8446, Cook County, Illinois",48955,17,031,844600
"Census Tract 8447, Cook County, Illinois",31905,17,031,844700
"Census Tract 9800, Cook County, Illinois",-666666666,17,031,980000
"Census Tract 9801, Cook County, Illinois",-666666666,17,031,980100
"Census Tract 9900, Cook County, Illinois",-666666666,17,031,990000
"Census Tract 6704, Cook County, Illinois",28990,17,031,670400
"Census Tract 6705, Cook County, Illinois",27986,17,031,670500
"Census Tract 6706, Cook County, Illinois",21452,17,031,670600
"Census Tract 6707, Cook County, Illinois",32266,17,031,670700
"Census Tract 6708, Cook County, Illinois",24158,17,031,670800
"Census Tract 6709, Cook County, Illinois",32708,17,031,670900
"Census Tract 6711, Cook County, Illinois",-666666666,17,031,671100
"Census Tract 6712, Cook County, Illinois",36397,17,031,671200
"Census Tract 6713, Cook County, Illinois",24750,17,031,671300
"Census Tract 6714, Cook County, Illinois",23330,17,031,671400
"Census Tract 6715, Cook County, Illinois",32470,17,031,671500
"Census Tract 6716, Cook County, Illinois",19566,17,031,671600
"Census Tract 6718, Cook County, Illinois",29643,17,031,671800
"Census Tract 6719, Cook County, Illinois",49653,17,031,671900
"Census Tract 6720, Cook County, Illinois",36548,17,031,672000
"Census Tract 6805, Cook County, Illinois",23910,17,031,680500
"Census Tract 6806, Cook County, Illinois",32614,17,031,680600
"Census Tract 6809, Cook County, Illinois",19167,17,031,680900
"Census Tract 6810, Cook County, Illinois",18006,17,031,681000
"Census Tract 6811, Cook County, Illinois",22762,17,031,681100
"Census Tract 6812, Cook County, Illinois",17058,17,031,681200
"Census Tract 6813, Cook County, Illinois",16310,17,031,681300
"Census Tract 6814, Cook County, Illinois",45128,17,031,681400
"Census Tract 6903, Cook County, Illinois",-666666666,17,031,690300
"Census Tract 6904, Cook County, Illinois",23750,17,031,690400
"Census Tract 6905, Cook County, Illinois",36926,17,031,690500
"Census Tract 6909, Cook County, Illinois",34583,17,031,690900
"Census Tract 6910, Cook County, Illinois",47664,17,031,691000
"Census Tract 6911, Cook County, Illinois",25409,17,031,691100
"Census Tract 6912, Cook County, Illinois",28573,17,031,691200
"Census Tract 6913, Cook County, Illinois",50561,17,031,691300
"Census Tract 6914, Cook County, Illinois",33939,17,031,691400
"Census Tract 6915, Cook County, Illinois",19470,17,031,691500
"Census Tract 7001, Cook County, Illinois",69839,17,031,700100
"Census Tract 7002, Cook County, Illinois",73946,17,031,700200
"Census Tract 7003.01, Cook County, Illinois",66163,17,031,700301
"Census Tract 7003.02, Cook County, Illinois",77396,17,031,700302
"Census Tract 7004.01, Cook County, Illinois",79318,17,031,700401
"Census Tract 7004.02, Cook County, Illinois",72721,17,031,700402
"Census Tract 7005.01, Cook County, Illinois",64022,17,031,700501
"Census Tract 7005.02, Cook County, Illinois",82040,17,031,700502
"Census Tract 7101, Cook County, Illinois",22462,17,031,710100
"Census Tract 7102, Cook County, Illinois",27029,17,031,710200
"Census Tract 7103, Cook County, Illinois",42560,17,031,710300
"Census Tract 7104, Cook County, Illinois",41121,17,031,710400
"Census Tract 7105, Cook County, Illinois",35104,17,031,710500
"Census Tract 7106, Cook County, Illinois",37250,17,031,710600
"Census Tract 7108, Cook County, Illinois",22614,17,031,710800
"Census Tract 7109, Cook County, Illinois",30149,17,031,710900
"Census Tract 7110, Cook County, Illinois",50446,17,031,711000
"Census Tract 7111, Cook County, Illinois",52218,17,031,711100
"Census Tract 7112, Cook County, Illinois",50810,17,031,711200
"Census Tract 7113, Cook County, Illinois",41250,17,031,711300
"Census Tract 7114, Cook County, Illinois",42044,17,031,711400
"Census Tract 7115, Cook County, Illinois",47541,17,031,711500
"Census Tract 7201, Cook County, Illinois",148889,17,031,720100
"Census Tract 7202, Cook County, Illinois",94896,17,031,720200
"Census Tract 7203, Cook County, Illinois",127112,17,031,720300
"Census Tract 7204, Cook County, Illinois",99100,17,031,720400
"Census Tract 7205, Cook County, Illinois",112500,17,031,720500
"Census Tract 7206, Cook County, Illinois",124219,17,031,720600
"Census Tract 7207, Cook County, Illinois",76534,17,031,720700
"Census Tract 7301, Cook County, Illinois",43429,17,031,730100
"Census Tract 7302.01, Cook County, Illinois",-666666666,17,031,730201
"Census Tract 7302.02, Cook County, Illinois",68036,17,031,730202
"Census Tract 7303, Cook County, Illinois",42083,17,031,730300
"Census Tract 7304, Cook County, Illinois",84000,17,031,730400
"Census Tract 7305, Cook County, Illinois",54554,17,031,730500
"Census Tract 7306, Cook County, Illinois",48802,17,031,730600
"Census Tract 7307, Cook County, Illinois",53263,17,031,730700
"Census Tract 7401, Cook County, Illinois",84800,17,031,740100
"Census Tract 7402, Cook County, Illinois",106406,17,031,740200
"Census Tract 7403, Cook County, Illinois",113719,17,031,740300
"Census Tract 7404, Cook County, Illinois",85824,17,031,740400
"Census Tract 7501, Cook County, Illinois",54135,17,031,750100
"Census Tract 7502, Cook County, Illinois",69682,17,031,750200
"Census Tract 7503, Cook County, Illinois",102543,17,031,750300
"Census Tract 7504, Cook County, Illinois",100556,17,031,750400
"Census Tract 7505, Cook County, Illinois",50613,17,031,750500
"Census Tract 7506, Cook County, Illinois",42174,17,031,750600
"Census Tract 7608.01, Cook County, Illinois",69534,17,031,760801
"Census Tract 7608.02, Cook County, Illinois",59688,17,031,760802
"Census Tract 7608.03, Cook County, Illinois",52197,17,031,760803
"Census Tract 7702.01, Cook County, Illinois",75646,17,031,770201
"Census Tract 7107, Cook County, Illinois",31573,17,031,710700
"Census Tract 7702.02, Cook County, Illinois",68558,17,031,770202
"Census Tract 7703, Cook County, Illinois",73554,17,031,770300
"Census Tract 7704, Cook County, Illinois",88068,17,031,770400
"Census Tract 7705, Cook County, Illinois",43306,17,031,770500
"Census Tract 7706.01, Cook County, Illinois",100531,17,031,770601
"Census Tract 7706.02, Cook County, Illinois",69010,17,031,770602
"Census Tract 7707, Cook County, Illinois",58500,17,031,770700
"Census Tract 7708, Cook County, Illinois",66403,17,031,770800
"Census Tract 7709.01, Cook County, Illinois",83990,17,031,770901
"Census Tract 7709.02, Cook County, Illinois",72857,17,031,770902
"Census Tract 8001, Cook County, Illinois",250001,17,031,800100
"Census Tract 8002, Cook County, Illinois",181771,17,031,800200
"Census Tract 8003, Cook County, Illinois",225417,17,031,800300
"Census Tract 8004, Cook County, Illinois",250001,17,031,800400
"Census Tract 8005, Cook County, Illinois",250001,17,031,800500
"Census Tract 8006, Cook County, Illinois",248571,17,031,800600
"Census Tract 8007, Cook County, Illinois",219792,17,031,800700
"Census Tract 8008, Cook County, Illinois",110025,17,031,800800
"Census Tract 8009, Cook County, Illinois",115385,17,031,800900
"Census Tract 8010, Cook County, Illinois",128229,17,031,801000
"Census Tract 8011, Cook County, Illinois",194766,17,031,801100
"Census Tract 8012, Cook County, Illinois",246806,17,031,801200
"Census Tract 8013, Cook County, Illinois",137143,17,031,801300
"Census Tract 8014, Cook County, Illinois",143365,17,031,801400
"Census Tract 8015, Cook County, Illinois",103856,17,031,801500
"Census Tract 8016.01, Cook County, Illinois",108333,17,031,801601
"Census Tract 8016.03, Cook County, Illinois",59671,17,031,801603
"Census Tract 8016.05, Cook County, Illinois",131960,17,031,801605
"Census Tract 8016.06, Cook County, Illinois",141708,17,031,801606
"Census Tract 8016.07, Cook County, Illinois",115000,17,031,801607
"Census Tract 8016.08, Cook County, Illinois",116583,17,031,801608
"Census Tract 8017.01, Cook County, Illinois",170446,17,031,801701
"Census Tract 8017.02, Cook County, Illinois",151154,17,031,801702
"Census Tract 8018, Cook County, Illinois",181250,17,031,801800
"Census Tract 8019.01, Cook County, Illinois",92333,17,031,801901
"Census Tract 8019.02, Cook County, Illinois",157969,17,031,801902
"Census Tract 8020.02, Cook County, Illinois",124408,17,031,802002
"Census Tract 8020.03, Cook County, Illinois",118438,17,031,802003
"Census Tract 8020.04, Cook County, Illinois",35609,17,031,802004
"Census Tract 8021, Cook County, Illinois",132321,17,031,802100
"Census Tract 8022, Cook County, Illinois",148427,17,031,802200
"Census Tract 8023, Cook County, Illinois",93836,17,031,802300
"Census Tract 8024.02, Cook County, Illinois",67816,17,031,802402
"Census Tract 8024.03, Cook County, Illinois",71944,17,031,802403
"Census Tract 8024.04, Cook County, Illinois",54491,17,031,802404
"Census Tract 8025.03, Cook County, Illinois",96917,17,031,802503
"Census Tract 8025.04, Cook County, Illinois",83958,17,031,802504
"Census Tract 8025.05, Cook County, Illinois",62130,17,031,802505
"Census Tract 8025.06, Cook County, Illinois",83958,17,031,802506
"Census Tract 8026.05, Cook County, Illinois",99189,17,031,802605
"Census Tract 8026.07, Cook County, Illinois",131875,17,031,802607
"Census Tract 8026.08, Cook County, Illinois",66947,17,031,802608
"Census Tract 8026.09, Cook County, Illinois",52218,17,031,802609
"Census Tract 8026.10, Cook County, Illinois",111042,17,031,802610
